year,title,passing,director,writer,producer,overall
2014.0,Still the Water,1,1.0,1.0,1,3.0
2014.0,Stretch,0,0.0,0.0,0,0.0
2014.0,Suite francaise,1,0.0,1.0,0,1.0
2014.0,The Taking of Deborah Logan,1,0.0,0.0,0,0.0
2014.0,Tammy,1,0.0,1.0,1,2.0
2014.0,Teenage Mutant Ninja Turtles,1,0.0,0.0,0,0.0
2014.0,That Awkward Moment,1,0.0,0.0,0,0.0
2014.0,Thegidi,0,0.0,0.0,0,0.0
2014.0,The Theory of Everything,1,0.0,0.0,0,0.0
2014.0,They Came Together,1,0.0,0.0,0,0.0
2014.0,This Is Where I Leave You,0,0.0,0.0,0,0.0
2014.0,Tinker Bell and the Legend of the NeverBeast,1,0.0,0.0,0,0.0
2014.0,Top Five,1,0.0,0.0,0,0.0
2014.0,The Town That Dreaded Sundown,1,0.0,0.0,0,0.0
2014.0,Transcendence,0,0.0,0.0,1,1.0
2014.0,Transformers: Age of Extinction,1,0.0,0.0,0,0.0
2014.0,Trash,0,0.0,0.0,0,0.0
2014.0,Treehouse,1,0.0,0.0,0,0.0
2014.0,Tu Dors Nicole,1,0.0,0.0,0,0.0
2014.0,"Two Days, One NIght",1,0.0,0.0,1,1.0
2014.0,The Two Faces of January,1,0.0,1.0,1,2.0
2014.0,Two Night Stand,1,0.0,0.0,0,0.0
2014.0,Unbroken,0,1.0,0.0,1,2.0
2014.0,Under the Skin,0,0.0,0.0,0,0.0
2014.0,Une nouvelle amie,0,0.0,1.0,0,1.0
2014.0,Unfriended,1,0.0,0.0,0,0.0
2014.0,Unutursam Fısılda,0,0.0,0.0,0,0.0
2014.0,Vampire Academy,1,0.0,0.0,1,1.0
2014.0,Veronica Mars,1,0.0,1.0,1,2.0
2014.0,Viharsarok,0,0.0,0.0,0,0.0
2014.0,Walk of Shame,1,0.0,0.0,0,0.0
2014.0,Welcome to Me,1,1.0,0.0,0,1.0
2014.0,What We Did on Our Holiday,1,0.0,0.0,0,0.0
2014.0,What We Do in the Shadows,0,0.0,0.0,1,1.0
2014.0,When the Game Stands Tall,0,0.0,0.0,1,1.0
2014.0,While We're Young,1,0.0,0.0,0,0.0
2014.0,Whiplash,0,0.0,0.0,1,1.0
2014.0,White Bird in a Blizzard,1,0.0,1.0,1,2.0
2014.0,Who Am I - Kein System ist sicher,0,0.0,0.0,0,0.0
2014.0,Wicked Blood,1,0.0,0.0,0,0.0
2014.0,Wild,1,0.0,0.0,1,1.0
2014.0,Winter's Tale,1,0.0,0.0,0,0.0
2014.0,Wir sind die Neuen,1,0.0,0.0,0,0.0
2014.0,Wish I Was Here,1,0.0,0.0,1,1.0
2014.0,The Woman in Black 2: Angel of Death,1,0.0,1.0,0,1.0
2014.0,Wyrmwood: Road of the Dead,1,0.0,0.0,0,0.0
2014.0,X-Men: Days of Future Past,0,0.0,1.0,1,2.0
2014.0,You're Not You,1,0.0,1.0,1,2.0
2014.0,Young Ones,0,0.0,0.0,0,0.0
2014.0,Yves Saint Laurent,0,0.0,0.0,0,0.0
2014.0,Zero Motivation,1,1.0,1.0,0,2.0
2014.0,Zombeavers,1,0.0,0.0,0,0.0
2013.0,+1,1,0.0,0.0,0,0.0
2013.0,The 100-Year-Old Man Who Climbed Out the Window and Disappeared,0,0.0,0.0,0,0.0
2013.0,12 Years a Slave,1,0.0,0.0,1,1.0
2013.0,2 Guns,0,0.0,0.0,1,1.0
2013.0,20 Feet from Stardom,1,0.0,0.0,1,1.0
2013.0,21 & Over,0,0.0,0.0,0,0.0
2013.0,300 Worte Deutsch,1,0.0,1.0,0,1.0
2013.0,3096 Tage,1,1.0,1.0,0,2.0
2013.0,42,0,0.0,0.0,0,0.0
2013.0,47 Ronin,0,0.0,0.0,0,0.0
2013.0,52 Tuesdays,1,0.0,0.0,0,0.0
2013.0,A Case of You,1,1.0,0.0,1,2.0
2013.0,A Field in England,0,0.0,0.0,0,0.0
2013.0,A Good Day to Die Hard,0,0.0,0.0,0,0.0
2013.0,A Haunted House,1,0.0,0.0,0,0.0
2013.0,A Haunting at Silver Falls,1,0.0,0.0,0,0.0
2013.0,A Talking Cat!?!,1,0.0,0.0,0,0.0
2013.0,A Teacher,1,1.0,1.0,0,2.0
2013.0,About Time,1,0.0,0.0,0,0.0
2013.0,Admission,1,0.0,0.0,0,0.0
2013.0,Adult World,1,0.0,0.0,0,0.0
2013.0,After Earth,0,0.0,0.0,1,1.0
2013.0,Afternoon Delight,1,1.0,1.0,1,3.0
2013.0,Alan Partridge: Alpha Papa,1,0.0,0.0,0,0.0
2013.0,All Cheerleaders Die,1,0.0,0.0,0,0.0
2013.0,All is Lost,0,0.0,0.0,0,0.0
2013.0,American Hustle,1,0.0,0.0,1,1.0
2013.0,Amiche da morire,1,1.0,1.0,0,2.0
2013.0,Anchorman 2: The Legend Continues,1,0.0,0.0,0,0.0
2013.0,And Now a Word from Our Sponsor,1,0.0,0.0,0,0.0
2013.0,Angélique,1,0.0,1.0,0,1.0
2013.0,Another Me,1,1.0,1.0,0,2.0
2013.0,Are You Here,1,1.0,0.0,1,2.0
2013.0,Ashley,1,0.0,0.0,0,0.0
2013.0,Ass Backwards,1,0.0,1.0,1,2.0
2013.0,At Middleton,1,0.0,0.0,0,0.0
2013.0,August: Osage County,1,0.0,0.0,1,1.0
2013.0,Austenland,1,0.0,1.0,1,2.0
2013.0,Bad Words,0,0.0,0.0,0,0.0
2013.0,Baggage Claim,1,0.0,0.0,0,0.0
2013.0,Barbie & Her Sisters in a Pony Tale,1,0.0,0.0,0,0.0
2013.0,Bayonetta: Bloody Fate,1,0.0,0.0,0,0.0
2013.0,Beautiful Creatures,1,0.0,0.0,0,0.0
2013.0,Before Midnight,1,0.0,1.0,0,1.0
2013.0,Behind the Candelabra,0,0.0,0.0,0,0.0
2013.0,Bends,1,0.0,0.0,0,0.0
2013.0,Beneath,0,0.0,0.0,0,0.0
2013.0,The Best Man Holiday,1,0.0,0.0,0,0.0
2013.0,Best Night Ever,1,0.0,0.0,0,0.0
2013.0,The Best Offer,0,0.0,0.0,1,1.0
2013.0,Bicycling with Molière,0,0.0,0.0,1,1.0
2013.0,The Big Wedding,1,0.0,0.0,0,0.0
2013.0,Birdemic 2: The Resurrection,1,0.0,0.0,0,0.0
2013.0,Blackfish,1,1.0,1.0,1,3.0
2013.0,The Bling Ring,1,1.0,1.0,1,3.0
2013.0,Blue Is the Warmest Color,1,0.0,1.0,0,1.0
2013.0,Blue Jasmine,1,0.0,0.0,1,1.0
2013.0,Blue Ruin,1,0.0,0.0,0,0.0
2013.0,The Book Thief,1,0.0,0.0,0,0.0
2013.0,Bounty Killer,1,0.0,0.0,0,0.0
2013.0,The Boy and the World,0,0.0,0.0,0,0.0
2013.0,The Call,1,0.0,0.0,0,0.0
2013.0,Camille Claudel 1915,1,0.0,0.0,0,0.0
2013.0,Captain Battle: Legacy War,1,0.0,0.0,0,0.0
2013.0,Captain Phillips,0,0.0,0.0,0,0.0
2013.0,Carrie,1,1.0,0.0,0,1.0
2013.0,Casse-tete chinois,1,0.0,0.0,0,0.0
2013.0,Cheap Thrills,0,0.0,0.0,0,0.0
2013.0,Christmas in the City,1,1.0,0.0,0,1.0
2013.0,Clear History,0,0.0,0.0,0,0.0
2013.0,Closed Circuit,0,0.0,0.0,0,0.0
2013.0,Cloudy with a Chance of Meatballs 2,1,0.0,0.0,0,0.0
2013.0,Coherence,1,0.0,0.0,1,1.0
2013.0,The Colony,0,0.0,0.0,0,0.0
2013.0,Computer Chess,0,0.0,0.0,0,0.0
2013.0,Concussion,1,1.0,1.0,1,3.0
2013.0,The Congress,1,0.0,0.0,0,0.0
2013.0,The Conjuring,1,0.0,0.0,0,0.0
2013.0,Contracted,1,0.0,0.0,0,0.0
2013.0,The Counselor,1,0.0,0.0,0,0.0
2013.0,The Croods,1,0.0,0.0,1,1.0
2013.0,Crystal Fairy & the Magical Cactus and 2012,1,0.0,0.0,0,0.0
2013.0,Curse of Chucky,1,0.0,0.0,0,0.0
2013.0,Cutie and the Boxer,0,0.0,0.0,1,1.0
2013.0,Dallas Buyers Club,1,0.0,0.0,1,1.0
2013.0,Dark Skies,0,0.0,0.0,0,0.0
2013.0,Dark Touch,1,1.0,1.0,0,2.0
2013.0,The Day of the Doctor,1,0.0,0.0,0,0.0
2013.0,Dead Man Down,1,0.0,0.0,0,0.0
2013.0,Decoding Annie Parker,1,0.0,0.0,0,0.0
2013.0,The Den,1,0.0,0.0,0,0.0
2013.0,Despicable Me 2,1,0.0,0.0,1,1.0
2013.0,Devil's Pass,1,0.0,0.0,0,0.0
2013.0,The Devil's Violinist,1,0.0,0.0,0,0.0
2013.0,The Dirties,1,0.0,0.0,0,0.0
2013.0,Disconnect,0,0.0,0.0,0,0.0
2013.0,Don Jon,1,0.0,0.0,0,0.0
2013.0,Dragon Ball Z: Battle of Gods,1,0.0,0.0,0,0.0
2013.0,Dragon Lore: Curse of the Shadow,0,0.0,0.0,0,0.0
2013.0,Drinking Buddies,1,0.0,0.0,1,1.0
2013.0,The East,1,0.0,1.0,1,2.0
2013.0,Ego,0,1.0,1.0,0,2.0
2013.0,Elle s'en va,1,1.0,1.0,0,2.0
2013.0,Elysium,1,0.0,0.0,0,0.0
2013.0,Ender's Game,0,0.0,0.0,0,0.0
2013.0,Enemy,0,0.0,0.0,0,0.0
2013.0,Enough Said,1,1.0,1.0,0,2.0
2013.0,Epic,1,0.0,0.0,1,1.0
2013.0,Escape from Planet Earth,1,0.0,0.0,1,1.0
2013.0,Escape Plan,0,0.0,0.0,1,1.0
2013.0,Europa Report,1,0.0,0.0,0,0.0
2013.0,Evil Dead,1,0.0,1.0,0,1.0
2013.0,Exit Marrakech,0,1.0,1.0,0,2.0
2013.0,Fack ju Gohte,1,0.0,0.0,1,1.0
2013.0,Fading Gigolo,0,0.0,0.0,0,0.0
2013.0,Family Weekend,1,0.0,0.0,0,0.0
2013.0,The Family,1,0.0,0.0,1,1.0
2013.0,Faroeste caboclo,1,0.0,0.0,0,0.0
2013.0,Fast and Furious 6,1,0.0,0.0,0,0.0
2013.0,The Fifth Estate,0,0.0,0.0,0,0.0
2013.0,Filth,0,0.0,0.0,0,0.0
2013.0,Finding Mr. Right,0,1.0,1.0,0,2.0
2013.0,Finsterworld,0,1.0,0.0,0,1.0
2013.0,Flores Raras,1,0.0,0.0,0,0.0
2013.0,For Elisa,1,0.0,0.0,0,0.0
2013.0,Frankenstein's Army,0,0.0,0.0,0,0.0
2013.0,Freier Fall,0,0.0,0.0,0,0.0
2013.0,Frequencies,1,0.0,0.0,0,0.0
2013.0,Frozen,1,1.0,1.0,0,2.0
2013.0,The Frozen Ground,1,0.0,0.0,1,1.0
2013.0,Fruitvale Station,1,0.0,0.0,0,0.0
2013.0,G.B.F.,1,0.0,0.0,0,0.0
2013.0,G.I. Joe: Retaliation,1,0.0,0.0,0,0.0
2013.0,Gabrielle,1,1.0,1.0,0,2.0
2013.0,Gam-si-ja-deul,1,0.0,1.0,0,1.0
2013.0,The Gamers: Hands of Fate,1,0.0,0.0,0,0.0
2013.0,Gangster Squad,0,0.0,0.0,0,0.0
2013.0,Gekijouban Steins;Gate: Fuka ryouiki no dejavu,1,0.0,0.0,0,0.0
2013.0,Geography Club,1,0.0,0.0,0,0.0
2013.0,The German Doctor,1,1.0,1.0,1,3.0
2013.0,Gimme Shelter,0,0.0,0.0,0,0.0
2013.0,Girl Most Likely,1,1.0,0.0,1,2.0
2013.0,Gloria,1,0.0,0.0,0,0.0
2013.0,Go for Sisters,1,0.0,0.0,0,0.0
2013.0,Grace Unplugged,1,0.0,0.0,0,0.0
2013.0,The Grand Seduction,0,0.0,0.0,0,0.0
2013.0,The Grandmaster,0,0.0,0.0,1,1.0
2013.0,Gravity,0,0.0,0.0,0,0.0
2013.0,The Great Gatsby,1,0.0,0.0,1,1.0
2013.0,Grown Ups 2,0,0.0,0.0,0,0.0
2013.0,The Hangover part 3,0,0.0,0.0,0,0.0
2013.0,Hannas Reise,1,1.0,0.0,0,1.0
2013.0,Hansel & Gretel,1,0.0,0.0,0,0.0
2013.0,Hansel & Gretel: Witch Hunters,1,0.0,0.0,0,0.0
2013.0,Hansel and Gretel Get Baked,1,0.0,0.0,0,0.0
2013.0,Haunt,1,0.0,0.0,0,0.0
2013.0,Haunter,1,0.0,0.0,0,0.0
2013.0,Haute Cuisine,1,0.0,0.0,0,0.0
2013.0,The Heat,1,0.0,1.0,0,1.0
2013.0,Her,0,0.0,0.0,1,1.0
2013.0,The Hobbit: The Desolation of Smaug,1,0.0,1.0,1,2.0
2013.0,Homefront,0,0.0,0.0,0,0.0
2013.0,Horns,1,0.0,0.0,1,1.0
2013.0,The Host,1,0.0,1.0,1,2.0
2013.0,The Hot Flashes,1,1.0,0.0,1,2.0
2013.0,How I Live Now,1,0.0,0.0,0,0.0
2013.0,Hross i oss,1,0.0,0.0,0,0.0
2013.0,The Hunger Games: Catching Fire,1,0.0,0.0,1,1.0
2013.0,I Give it a Year,1,0.0,0.0,0,0.0
2013.0,I Used to Be Darker,1,0.0,0.0,0,0.0
2013.0,I'm So Excited,0,0.0,0.0,0,0.0
2013.0,Ida,1,0.0,1.0,0,1.0
2013.0,Identity Thief,0,0.0,0.0,0,0.0
2013.0,In a World...,1,1.0,1.0,0,2.0
2013.0,In Fear,0,0.0,0.0,0,0.0
2013.0,The Incredible Burt Wonderstone,0,0.0,0.0,0,0.0
2013.0,Inside Llewyn Davis,0,0.0,0.0,0,0.0
2013.0,Insidious: Chapter 2,0,0.0,0.0,0,0.0
2013.0,Instructions Not Included,1,0.0,0.0,0,0.0
2013.0,Interior. Leather Bar.,0,0.0,0.0,0,0.0
2013.0,The Internship,0,0.0,0.0,0,0.0
2013.0,The Invisible Woman,1,0.0,1.0,0,1.0
2013.0,Iron Man 3,1,0.0,0.0,0,0.0
2013.0,Is the Man Who Is Tall Happy?,0,0.0,0.0,0,0.0
2013.0,Jack and the Cuckoo-Clock Heart,1,0.0,0.0,1,1.0
2013.0,Jack the Giant Slayer,0,0.0,0.0,0,0.0
2013.0,Jeune & jolie,1,0.0,0.0,0,0.0
2013.0,Jug Face,1,0.0,0.0,0,0.0
2013.0,Jurassic Attack,0,0.0,0.0,0,0.0
2013.0,Justice Is Mind,1,0.0,0.0,0,0.0
2013.0,Justice League: The Flashpoint Paradox,0,0.0,0.0,0,0.0
2013.0,Karlek deluxe,1,1.0,0.0,0,1.0
2013.0,Kaze tachinu,1,0.0,0.0,0,0.0
2013.0,Kick-Ass 2,1,0.0,0.0,0,0.0
2013.0,Kill for Me,1,0.0,0.0,0,0.0
2013.0,Kill Your Darlings,0,0.0,0.0,1,1.0
2013.0,Killing Season,0,0.0,0.0,0,0.0
2013.0,The Kings of Summer,0,0.0,0.0,0,0.0
2013.0,Knights of Badassdom,1,0.0,0.0,0,0.0
2013.0,Kyss meg for faen i helvete,1,0.0,0.0,0,0.0
2013.0,L'amour est un crime parfait,0,0.0,0.0,0,0.0
2013.0,L'ecume des jours,1,0.0,0.0,1,1.0
2013.0,La grande bellezza,1,0.0,0.0,0,0.0
2013.0,La jaula de oro,0,0.0,0.0,0,0.0
2013.0,La Venus a la fourrure,0,0.0,0.0,0,0.0
2013.0,The Last Exorcism Part II,1,0.0,0.0,0,0.0
2013.0,The Last Keepers,1,1.0,0.0,0,1.0
2013.0,The Last of Robin Hood,1,0.0,0.0,1,1.0
2013.0,Last Passenger,1,0.0,0.0,0,0.0
2013.0,The Last Stand,0,0.0,0.0,1,1.0
2013.0,Last Vegas,0,0.0,0.0,0,0.0
2013.0,Le Passé,1,0.0,0.0,0,0.0
2013.0,Le week-end,0,0.0,0.0,0,0.0
2013.0,Lee Daniels' The Butler,1,0.0,0.0,0,0.0
2013.0,Legends of Oz: Dorothy's Return,1,0.0,0.0,0,0.0
2013.0,"Les garcons et Guillaume, a table!",0,0.0,0.0,0,0.0
2013.0,Les Reines du Ring (English: Wrestling Queens),1,0.0,0.0,0,0.0
2013.0,Life Inside Out,1,0.0,0.0,0,0.0
2013.0,The Lifeguard,1,1.0,1.0,0,2.0
2013.0,Locke,0,0.0,0.0,0,0.0
2013.0,The Lone Ranger,0,0.0,0.0,0,0.0
2013.0,Lone Survivor,0,0.0,0.0,1,1.0
2013.0,The Look of Love,1,0.0,0.0,0,0.0
2013.0,Love & Air Sex,1,0.0,0.0,0,0.0
2013.0,The Love Punch,1,0.0,0.0,0,0.0
2013.0,Lovelace,1,0.0,0.0,0,0.0
2013.0,The Lunchbox,1,0.0,0.0,1,1.0
2013.0,Machete Kills,1,0.0,0.0,0,0.0
2013.0,The Machine,1,0.0,0.0,0,0.0
2013.0,Madoka Magica: Rebellion Story,1,0.0,0.0,0,0.0
2013.0,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,1,0.0,0.0,0,0.0
2013.0,Mama,1,0.0,1.0,0,1.0
2013.0,Man of Steel,1,0.0,0.0,1,1.0
2013.0,Man of Tai Chi,1,0.0,0.0,0,0.0
2013.0,Mandela: Long Walk to Freedom,0,0.0,0.0,0,0.0
2013.0,Mary and Martha,1,0.0,0.0,0,0.0
2013.0,Michael Kohlhaas,0,0.0,0.0,0,0.0
2013.0,Mobius,1,0.0,0.0,0,0.0
2013.0,Monster Pies,0,0.0,0.0,0,0.0
2013.0,Monsters University,0,0.0,0.0,1,1.0
2013.0,The Mortal Instruments: City of Bones,1,0.0,1.0,0,1.0
2013.0,Mt. Zion,0,0.0,0.0,0,0.0
2013.0,Mud,0,0.0,0.0,1,1.0
2013.0,My Little Pony: Equestria Girls,1,0.0,1.0,0,1.0
2013.0,Nazotoki wa Dinner no Ato de (The After-Dinner Mysteries),0,0.0,0.0,0,0.0
2013.0,Nebraska,1,0.0,0.0,0,0.0
2013.0,Night Train to Lisbon,0,0.0,0.0,0,0.0
2013.0,Now You See Me,0,0.0,0.0,0,0.0
2013.0,The Numbers Station,0,0.0,0.0,0,0.0
2013.0,Nymphomaniac: Volume 1,1,0.0,0.0,0,0.0
2013.0,Nymphomaniac: Volume 2,1,0.0,0.0,0,0.0
2013.0,O Tempo e o Vento,1,0.0,0.0,0,0.0
2013.0,Oblivion,1,0.0,0.0,0,0.0
2013.0,Odd Thomas,1,0.0,0.0,0,0.0
2013.0,Oldboy,0,0.0,0.0,0,0.0
2013.0,Olympus Has Fallen,0,0.0,1.0,0,1.0
2013.0,Once Upon a Time in Vietnam,0,0.0,0.0,0,0.0
2013.0,Only God Forgives,1,0.0,0.0,1,1.0
2013.0,Only Lovers Left Alive,1,0.0,0.0,0,0.0
2013.0,Open Road,1,0.0,0.0,0,0.0
2013.0,Out of the Furnace,0,0.0,0.0,0,0.0
2013.0,Oz the Great and Powerful,1,0.0,0.0,0,0.0
2013.0,Pacific Rim,0,0.0,0.0,1,1.0
2013.0,Pain & Gain,0,0.0,0.0,0,0.0
2013.0,Palo Alto,1,1.0,1.0,0,2.0
2013.0,Parker,1,0.0,0.0,0,0.0
2013.0,Particle Fever,1,0.0,0.0,0,0.0
2013.0,Patema Inverted,0,0.0,0.0,0,0.0
2013.0,Peeples,1,1.0,1.0,0,2.0
2013.0,Percy Jackson: Sea of Monsters,1,0.0,0.0,0,0.0
2013.0,Perfect Mothers,1,1.0,1.0,1,3.0
2013.0,Philomena,1,0.0,0.0,1,1.0
2013.0,The Physician,0,0.0,0.0,0,0.0
2013.0,Planes,0,0.0,0.0,0,0.0
2013.0,Plush,1,1.0,1.0,0,2.0
2013.0,Pozitia copilului,1,0.0,0.0,0,0.0
2013.0,The Pretty One,1,1.0,1.0,0,2.0
2013.0,Prince Avalanche,0,0.0,0.0,0,0.0
2013.0,Prisoners,1,0.0,0.0,1,1.0
2013.0,The Punk Singer,1,1.0,0.0,1,2.0
2013.0,The Purge,1,0.0,0.0,0,0.0
2013.0,R.I.P.D.,0,0.0,0.0,0,0.0
2013.0,The Railway Man,0,0.0,0.0,0,0.0
2013.0,rastres de sándal,1,1.0,1.0,0,2.0
2013.0,Red 2,1,0.0,0.0,0,0.0
2013.0,Remember Sunday,1,0.0,0.0,0,0.0
2013.0,The Returned,1,0.0,0.0,0,0.0
2013.0,Rewind,0,0.0,0.0,0,0.0
2013.0,Riddick,0,0.0,0.0,0,0.0
2013.0,Runner Runner,0,0.0,0.0,1,1.0
2013.0,Rush,0,0.0,0.0,0,0.0
2013.0,Sadako 3D 2,1,0.0,0.0,0,0.0
2013.0,Safe Haven,1,0.0,1.0,0,1.0
2013.0,Saige Paints the Sky,1,0.0,0.0,0,0.0
2013.0,Saving Mr. Banks,1,0.0,1.0,1,2.0
2013.0,The Secret Life of Walter Mitty,1,0.0,0.0,0,0.0
2013.0,The Selfish Giant,0,1.0,1.0,0,2.0
2013.0,Sharknado,1,0.0,0.0,0,0.0
2013.0,She Made Them Do It,0,0.0,0.0,0,0.0
2013.0,Short Term 12,1,0.0,0.0,0,0.0
2013.0,Side Effects,1,0.0,0.0,0,0.0
2013.0,Skinwalker Ranch,0,0.0,0.0,0,0.0
2013.0,The Smurfs 2,1,0.0,0.0,0,0.0
2013.0,Snowpiercer,1,0.0,0.0,0,0.0
2013.0,Some Girl(s),0,1.0,0.0,0,1.0
2013.0,"Soshite chichi ni naru (Like Father, Like Son)",1,0.0,0.0,0,0.0
2013.0,The Spectacular Now,0,0.0,0.0,0,0.0
2013.0,Stalingrad,0,0.0,0.0,0,0.0
2013.0,Star Trek Into Darkness,0,0.0,0.0,0,0.0
2013.0,The Starving Games,1,0.0,0.0,0,0.0
2013.0,Still Life,0,0.0,0.0,0,0.0
2013.0,Stoker,1,0.0,1.0,0,1.0
2013.0,Sunshine on Leith,1,0.0,0.0,0,0.0
2013.0,Suzanne,1,1.0,1.0,0,2.0
2013.0,Svecenikova djeca,0,0.0,0.0,0,0.0
2013.0,The Tale of The Princess Kaguya,1,0.0,0.0,0,0.0
2013.0,Tangerines,0,0.0,0.0,0,0.0
2013.0,Teen Beach Movie,1,0.0,0.0,0,0.0
2013.0,Texas Chainsaw 3D,1,0.0,0.0,0,0.0
2013.0,Thanks for Sharing,0,0.0,0.0,1,1.0
2013.0,This Is the End,0,0.0,0.0,0,0.0
2013.0,Thor: The Dark World,1,0.0,0.0,0,0.0
2013.0,Tim's Vermeer,0,0.0,0.0,0,0.0
2013.0,The To Do List,1,1.0,1.0,1,3.0
2013.0,Touchy Feely,1,1.0,1.0,0,2.0
2013.0,Tracks,1,0.0,1.0,0,1.0
2013.0,Trance,0,0.0,0.0,0,0.0
2013.0,Trap for Cinderella,1,0.0,0.0,0,0.0
2013.0,The Truth About Emanuel,1,1.0,1.0,1,3.0
2013.0,Turbo,1,0.0,0.0,1,1.0
2013.0,UMMAH - Unter Freunden,0,0.0,0.0,0,0.0
2013.0,Upstream Color,0,0.0,0.0,0,0.0
2013.0,V/H/S/2,1,0.0,0.0,0,0.0
2013.0,Vai que da Certo,0,0.0,0.0,0,0.0
2013.0,Very Good Girls,1,1.0,1.0,1,3.0
2013.0,Vi ar bast!,1,0.0,1.0,0,1.0
2013.0,Viva la liberta,0,0.0,0.0,0,0.0
2013.0,Vivir es facil con los ojos cerrados,0,0.0,0.0,0,0.0
2013.0,Wadjda,1,1.0,1.0,0,2.0
2013.0,Warm Bodies,0,0.0,0.0,0,0.0
2013.0,The Way Way Back,1,0.0,0.0,0,0.0
2013.0,We Are What We Are,1,0.0,0.0,0,0.0
2013.0,We're the Millers,1,0.0,0.0,0,0.0
2013.0,Welcome to the Punch,0,0.0,0.0,0,0.0
2013.0,Wetlands,1,0.0,0.0,0,0.0
2013.0,What If,1,0.0,0.0,0,0.0
2013.0,White House Down,0,0.0,0.0,1,1.0
2013.0,White Lies,1,1.0,0.0,0,1.0
2013.0,The Wine of Summer,1,0.0,0.0,1,1.0
2013.0,Witching and Bitching,1,0.0,0.0,0,0.0
2013.0,The Wolf of Wall Street,1,0.0,0.0,1,1.0
2013.0,The Wolverine,1,0.0,0.0,1,1.0
2013.0,Words and Pictures,1,0.0,0.0,0,0.0
2013.0,World War Z,1,0.0,0.0,1,1.0
2013.0,The World's End,0,0.0,0.0,1,1.0
2013.0,Wrong Cops,0,0.0,0.0,0,0.0
2013.0,Xi you xiang mo pian (Journey to the West),0,0.0,0.0,0,0.0
2013.0,Yip Man: Jung gik yat jin,1,0.0,0.0,0,0.0
2013.0,The Young and Prodigious T.S. Spivet,1,0.0,0.0,0,0.0
2013.0,Young Detective Dee: Rise of the Sea Dragon,0,0.0,0.0,1,1.0
2013.0,The Zero Theorem,0,0.0,0.0,0,0.0
2013.0,Zipi y Zape y el club de la canica,0,0.0,0.0,1,1.0
2013.0,Zombie Hunter,1,0.0,0.0,0,0.0
2013.0,"Zoran, il mio nipote scemo",0,0.0,0.0,0,0.0
2013.0,Zum Geburtstag,0,0.0,0.0,0,0.0
2012.0,2 Coelhos,0,0.0,0.0,0,0.0
2012.0,2 Days in New York,1,1.0,1.0,1,3.0
2012.0,21 Jump Street,0,0.0,1.0,0,1.0
2012.0,A Late Quartet,1,0.0,0.0,0,0.0
2012.0,A Royal Affair,1,0.0,1.0,1,2.0
2012.0,A Thousand Words,0,0.0,0.0,0,0.0
2012.0,About Cherry,1,0.0,1.0,1,2.0
2012.0,Abraham Lincoln: Vampire Hunter,1,0.0,0.0,0,0.0
2012.0,Act of Valor,0,0.0,0.0,0,0.0
2012.0,Ahi va el diablo,1,0.0,0.0,0,0.0
2012.0,Ali has blue eyes,0,0.0,0.0,0,0.0
2012.0,Alien Tornado,1,0.0,0.0,0,0.0
2012.0,The Amazing Spider-Man,0,0.0,0.0,1,1.0
2012.0,American Mary,1,0.0,0.0,0,0.0
2012.0,American Warships,1,0.0,0.0,0,0.0
2012.0,Amour,1,0.0,0.0,1,1.0
2012.0,The Angels' Share,0,0.0,0.0,1,1.0
2012.0,Anna Karenina,0,0.0,0.0,1,1.0
2012.0,Any Questions for Ben?,0,0.0,0.0,0,0.0
2012.0,Arachnoquake,1,0.0,0.0,0,0.0
2012.0,Arbitrage,0,0.0,0.0,1,1.0
2012.0,Argo,1,0.0,0.0,0,0.0
2012.0,Asterix and Obelix: God Save Britannia,0,0.0,0.0,0,0.0
2012.0,Attack of the 50ft Cheerleader,1,0.0,0.0,0,0.0
2012.0,Augustine,1,1.0,1.0,1,3.0
2012.0,Aurora,0,1.0,1.0,0,2.0
2012.0,The Avengers,0,0.0,0.0,0,0.0
2012.0,Bachelorette,1,1.0,1.0,0,2.0
2012.0,Bad Parents,1,1.0,0.0,0,1.0
2012.0,Barbara,1,0.0,0.0,0,0.0
2012.0,Barfi!,0,0.0,0.0,0,0.0
2012.0,"Batman: The Dark Knight Returns, part 1",1,0.0,0.0,0,0.0
2012.0,Battleship,0,0.0,0.0,0,0.0
2012.0,The Bay,0,0.0,0.0,0,0.0
2012.0,BearCity 2: The Proposal,1,0.0,0.0,0,0.0
2012.0,Beasts of the Southern Wild,1,0.0,1.0,0,1.0
2012.0,Being Flynn,0,0.0,0.0,0,0.0
2012.0,Berberian Sound Studio,0,0.0,0.0,0,0.0
2012.0,Best Man Down,1,0.0,0.0,0,0.0
2012.0,Beyond the Hills,1,0.0,1.0,0,1.0
2012.0,Big Miracle,1,0.0,0.0,1,1.0
2012.0,Bikini Spring Break,1,0.0,0.0,0,0.0
2012.0,Bitchkram,1,0.0,0.0,0,0.0
2012.0,Black Rock,1,1.0,0.0,1,2.0
2012.0,Blue Like Jazz,1,0.0,0.0,0,0.0
2012.0,The Body,1,0.0,0.0,1,1.0
2012.0,The Bourne Legacy,1,0.0,0.0,0,0.0
2012.0,The Brass Teapot,1,1.0,0.0,0,1.0
2012.0,Brave,1,1.0,1.0,1,3.0
2012.0,The Broken Circle Breakdown,1,0.0,1.0,0,1.0
