year,title,score,passing,director,writer,producer,overall
2011.0,The Double,1.0,0.0,0.0,0.0,0,0.0
2011.0,Dream House,3.0,1.0,0.0,0.0,0,0.0
2011.0,Drengen der ikke kunne svomme,0.0,0.0,0.0,0.0,0,0.0
2011.0,Drive,3.0,1.0,0.0,0.0,0,0.0
2011.0,The Eagle,0.0,0.0,0.0,1.0,1,2.0
2011.0,Eva,3.0,1.0,0.0,1.0,0,1.0
2011.0,Extremely Loud & Incredibly Close,2.0,0.0,0.0,0.0,0,0.0
2011.0,Faces in the Crowd,3.0,1.0,0.0,0.0,1,1.0
2011.0,Familiar Grounds,1.0,0.0,0.0,0.0,0,0.0
2011.0,Fast Five,3.0,1.0,0.0,0.0,0,0.0
2011.0,Faust,1.0,0.0,0.0,0.0,0,0.0
2011.0,Final Destination 5,2.0,0.0,0.0,0.0,0,0.0
2011.0,Fjellet,3.0,1.0,0.0,0.0,1,1.0
2011.0,Flypaper,3.0,1.0,0.0,0.0,0,0.0
2011.0,Footloose,3.0,1.0,0.0,0.0,0,0.0
2011.0,Footnote,2.0,0.0,0.0,0.0,0,0.0
2011.0,The Forgiveness of Blood,3.0,1.0,0.0,0.0,0,0.0
2011.0,Found Memories (Historias que so existem quando lembradas),3.0,1.0,1.0,0.0,1,2.0
2011.0,Free Men,1.0,0.0,0.0,0.0,0,0.0
2011.0,French Immersion,3.0,1.0,0.0,0.0,0,0.0
2011.0,Friends with Benefits,3.0,1.0,0.0,0.0,0,0.0
2011.0,Friends with Kids,3.0,1.0,1.0,1.0,1,3.0
2011.0,Fright Night,3.0,1.0,0.0,1.0,0,1.0
2011.0,From Prada to Nada,3.0,1.0,0.0,1.0,0,1.0
2011.0,From Up on Poppy Hill,3.0,1.0,0.0,0.0,0,0.0
2011.0,The Future,3.0,1.0,1.0,1.0,0,2.0
2011.0,Ghost Rider: Spirit of Vengeance,0.0,0.0,0.0,0.0,0,0.0
2011.0,Girl Walks Into a Bar,3.0,1.0,0.0,0.0,0,0.0
2011.0,The Girl with the Dragon Tattoo,1.0,0.0,0.0,0.0,1,1.0
2011.0,Gnomeo & Juliet,3.0,1.0,0.0,0.0,0,0.0
2011.0,The Good Doctor,3.0,1.0,0.0,0.0,0,0.0
2011.0,Grave Encounters,0.0,0.0,0.0,0.0,0,0.0
2011.0,The Green Hornet,1.0,0.0,0.0,0.0,0,0.0
2011.0,Green Lantern,1.0,0.0,0.0,0.0,0,0.0
2011.0,The Guard,1.0,0.0,0.0,0.0,0,0.0
2011.0,Hall Pass,2.0,0.0,0.0,0.0,0,0.0
2011.0,The Hangover Part 2,1.0,0.0,0.0,0.0,0,0.0
2011.0,Hanna,3.0,1.0,0.0,0.0,1,1.0
2011.0,Hara-Kiri: Death of a Samurai,0.0,0.0,0.0,0.0,0,0.0
2011.0,Harry Potter and the Deathly Hallows: Part 2,3.0,1.0,0.0,0.0,1,1.0
2011.0,Hasta la Vista,1.0,0.0,0.0,0.0,0,0.0
2011.0,Haywire,0.0,0.0,0.0,0.0,0,0.0
2011.0,Headhunters,1.0,0.0,0.0,0.0,0,0.0
2011.0,Hell,3.0,1.0,0.0,0.0,0,0.0
2011.0,The Help,3.0,1.0,0.0,0.0,0,0.0
2011.0,Hesher,1.0,0.0,0.0,0.0,1,1.0
2011.0,Hick,3.0,1.0,0.0,1.0,0,1.0
2011.0,The Hidden Face,1.0,0.0,0.0,0.0,0,0.0
2011.0,Higher Ground,3.0,1.0,1.0,0.0,0,1.0
2011.0,Himizu,3.0,1.0,0.0,0.0,0,0.0
2011.0,Hobo with a Shotgun,0.0,0.0,0.0,0.0,0,0.0
2011.0,Hoodwinked Too! Hood vs. Evil,3.0,1.0,0.0,0.0,0,0.0
2011.0,Hop,2.0,0.0,0.0,0.0,0,0.0
2011.0,Horrible Bosses,3.0,1.0,0.0,0.0,0,0.0
2011.0,House of Tolerance,3.0,1.0,0.0,0.0,0,0.0
2011.0,Hugo,3.0,1.0,0.0,0.0,1,1.0
2011.0,The Human Centipede II (Full Sequence),1.0,0.0,0.0,0.0,1,1.0
2011.0,The Hunter,3.0,1.0,0.0,0.0,0,0.0
2011.0,Hysteria,3.0,1.0,1.0,0.0,0,1.0
2011.0,I Am Nasrine,3.0,1.0,1.0,1.0,0,2.0
2011.0,I Am Number Four,1.0,0.0,0.0,1.0,0,1.0
2011.0,I Don't Know How She Does It,3.0,1.0,0.0,1.0,1,2.0
2011.0,Ides Of March,1.0,0.0,0.0,0.0,0,0.0
2011.0,Immortals,2.0,0.0,0.0,0.0,0,0.0
2011.0,In Time,1.0,0.0,0.0,0.0,0,0.0
2011.0,The Inbetweeners Movie,1.0,0.0,0.0,0.0,0,0.0
2011.0,The Innkeepers,3.0,1.0,0.0,0.0,0,0.0
2011.0,The Iron Lady,3.0,1.0,1.0,1.0,0,2.0
2011.0,Jack and Jill,3.0,1.0,0.0,0.0,0,0.0
2011.0,Jackpot (Arme Riddere),1.0,0.0,0.0,0.0,0,0.0
2011.0,Jamie and Jessie Are Not Together,3.0,1.0,1.0,0.0,0,1.0
2011.0,Jane Eyre,3.0,1.0,0.0,1.0,1,2.0
2011.0,"Jeff, Who Lives at Home",3.0,1.0,0.0,0.0,0,0.0
2011.0,Jin ling shi san chai,3.0,1.0,0.0,1.0,0,1.0
2011.0,Jiro Dreams of Sushi,0.0,0.0,0.0,0.0,0,0.0
2011.0,Joe and Belle,3.0,1.0,1.0,0.0,0,1.0
2011.0,Johnny English Reborn,3.0,1.0,0.0,0.0,0,0.0
2011.0,Juan of the Dead,1.0,0.0,0.0,0.0,0,0.0
2011.0,Jumping the Broom,3.0,1.0,0.0,0.0,1,1.0
2011.0,Just Go with It,3.0,1.0,0.0,0.0,1,1.0
2011.0,K-ON! Movie,3.0,1.0,0.0,1.0,0,1.0
2011.0,Kill List,3.0,1.0,0.0,0.0,0,0.0
2011.0,Killer Elite,0.0,0.0,0.0,0.0,0,0.0
2011.0,Kiss Me,3.0,1.0,1.0,1.0,0,2.0
2011.0,Kung Fu Panda 2,3.0,1.0,1.0,0.0,0,1.0
2011.0,L!fe Happens,3.0,1.0,1.0,0.0,0,1.0
2011.0,L'amour dure trois ans,3.0,1.0,0.0,0.0,0,0.0
2011.0,L'art d'aimer,3.0,1.0,0.0,0.0,0,0.0
2011.0,La Leyenda de la Llorona,3.0,1.0,0.0,0.0,0,0.0
2011.0,Le Chat du Rabbin,3.0,1.0,0.0,0.0,0,0.0
2011.0,Le Havre,3.0,1.0,0.0,0.0,0,0.0
2011.0,Le Skylab,3.0,1.0,1.0,1.0,0,2.0
2011.0,Lemonade Mouth,3.0,1.0,1.0,1.0,0,2.0
2011.0,The Lie,3.0,1.0,0.0,0.0,0,0.0
2011.0,Life Without Principle,3.0,1.0,0.0,1.0,0,1.0
2011.0,Like Crazy,3.0,1.0,0.0,0.0,1,1.0
2011.0,Limitless,1.0,0.0,0.0,1.0,1,2.0
2011.0,The Lincoln Lawyer,1.0,0.0,0.0,0.0,0,0.0
2011.0,Little Birds,3.0,1.0,0.0,0.0,0,0.0
2011.0,The Little Engine That Could,3.0,1.0,0.0,0.0,0,0.0
2011.0,Lloyd the Conqueror,2.0,0.0,0.0,0.0,0,0.0
2011.0,The Loneliest Planet,0.0,0.0,1.0,1.0,1,3.0
2011.0,Lovely Molly,3.0,1.0,0.0,0.0,0,0.0
2011.0,Margaret,3.0,1.0,0.0,0.0,0,0.0
2011.0,Margin Call,1.0,0.0,0.0,0.0,1,1.0
2011.0,Mars Needs Moms,3.0,1.0,0.0,0.0,0,0.0
2011.0,Martha Marcy May Marlene,3.0,1.0,0.0,0.0,0,0.0
2011.0,Masks,3.0,1.0,0.0,0.0,0,0.0
2011.0,Mean Girls 2,3.0,1.0,1.0,0.0,0,1.0
2011.0,The Mechanic,0.0,0.0,0.0,0.0,0,0.0
2011.0,Melancholia,3.0,1.0,0.0,0.0,0,0.0
2011.0,Midnight in Paris,3.0,1.0,0.0,0.0,1,1.0
2011.0,Mientras duermes,1.0,0.0,0.0,0.0,0,0.0
2011.0,Mission: Impossible - Ghost Protocol,1.0,0.0,0.0,0.0,0,0.0
2011.0,Mitsuko Delivers,3.0,1.0,0.0,0.0,0,0.0
2011.0,Moneyball,1.0,0.0,0.0,0.0,1,1.0
2011.0,Monsieur Lahzar,3.0,1.0,0.0,1.0,0,1.0
2011.0,Monte Carlo,3.0,1.0,0.0,1.0,1,2.0
2011.0,The Moth Diaries,3.0,1.0,1.0,1.0,0,2.0
2011.0,Moy papa Baryshnikov,2.0,0.0,0.0,0.0,1,1.0
2011.0,Mr. Popper's Penguins,1.0,0.0,0.0,0.0,0,0.0
2011.0,The Muppets,1.0,0.0,0.0,0.0,0,0.0
2011.0,My Piece of the Pie,3.0,1.0,0.0,0.0,0,0.0
2011.0,My Week with Marilyn,3.0,1.0,0.0,0.0,0,0.0
2011.0,New Year's Eve,3.0,1.0,0.0,1.0,0,1.0
2011.0,Nicostratos le pelican,1.0,0.0,0.0,0.0,0,0.0
2011.0,No One Killed Jessica,3.0,1.0,0.0,0.0,0,0.0
2011.0,No Strings Attached,3.0,1.0,0.0,1.0,0,1.0
2011.0,October Baby,3.0,1.0,0.0,0.0,0,0.0
2011.0,Once upon a time in Anatolia,1.0,0.0,0.0,1.0,0,1.0
2011.0,Once Upon a Warrior,3.0,1.0,0.0,0.0,0,0.0
2011.0,One Day,1.0,0.0,1.0,0.0,1,2.0
2011.0,The Oranges,3.0,1.0,0.0,0.0,1,1.0
2011.0,"Oslo, 31. august",1.0,0.0,0.0,0.0,0,0.0
2011.0,Our Idiot Brother,3.0,1.0,0.0,0.0,0,0.0
2011.0,Page One: Inside the New York Times,1.0,0.0,0.0,0.0,0,0.0
2011.0,Parada,3.0,1.0,0.0,0.0,0,0.0
2011.0,Paranormal Activity 3,3.0,1.0,0.0,0.0,0,0.0
2011.0,Pariah,3.0,1.0,1.0,1.0,1,3.0
2011.0,Paul,3.0,1.0,0.0,0.0,1,1.0
2011.0,"Peace, Love, & Misunderstanding",3.0,1.0,0.0,0.0,0,0.0
2011.0,The Perfect Family,3.0,1.0,0.0,0.0,0,0.0
2011.0,Perfect Sense,3.0,1.0,0.0,0.0,1,1.0
2011.0,Phase 7,0.0,0.0,0.0,0.0,0,0.0
2011.0,Pirates of the Caribbean: On Stranger Tides,1.0,0.0,0.0,0.0,0,0.0
2011.0,Polisse,3.0,1.0,1.0,1.0,0,2.0
2011.0,Priest,1.0,0.0,0.0,0.0,0,0.0
2011.0,The Princess and the Pony,3.0,1.0,1.0,0.0,0,1.0
2011.0,Prom,3.0,1.0,0.0,1.0,0,1.0
2011.0,Puss in Boots,1.0,0.0,0.0,0.0,0,0.0
2011.0,Quarantine 2: Terminal,3.0,1.0,0.0,0.0,0,0.0
2011.0,The Raid: Redemption,0.0,0.0,0.0,0.0,0,0.0
2011.0,Rango,1.0,0.0,0.0,0.0,0,0.0
2011.0,Real Steel,1.0,0.0,0.0,0.0,1,1.0
2011.0,Red Riding Hood,3.0,1.0,1.0,0.0,0,1.0
2011.0,Red State,3.0,1.0,0.0,0.0,0,0.0
2011.0,Restless,3.0,1.0,0.0,0.0,1,1.0
2011.0,Rio,1.0,0.0,0.0,0.0,0,0.0
2011.0,Rise of the Planet of the Apes,1.0,0.0,0.0,1.0,1,2.0
2011.0,The Rite,3.0,1.0,0.0,0.0,0,0.0
2011.0,The Roommate,3.0,1.0,0.0,0.0,0,0.0
2011.0,Ruggine,3.0,1.0,0.0,0.0,0,0.0
2011.0,The Rum Diary,1.0,0.0,0.0,0.0,0,0.0
2011.0,Rundskop,2.0,0.0,0.0,0.0,0,0.0
2011.0,S.W.A.T.: Firefight,1.0,0.0,0.0,0.0,0,0.0
2011.0,Salmon Fishing in the Yemen,2.0,0.0,0.0,0.0,0,0.0
2011.0,Samsara,0.0,0.0,0.0,0.0,0,0.0
2011.0,Scream 4,3.0,1.0,0.0,0.0,0,0.0
2011.0,Shame,1.0,0.0,0.0,1.0,0,1.0
2011.0,She Monkeys,3.0,1.0,1.0,1.0,0,2.0
2011.0,Sherlock Holmes: A Game of Shadows,1.0,0.0,0.0,0.0,1,1.0
2011.0,The Shunning,3.0,1.0,0.0,0.0,0,0.0
2011.0,Silent House,3.0,1.0,0.0,0.0,0,0.0
2011.0,Singham,2.0,0.0,0.0,0.0,0,0.0
2011.0,The Sitter,3.0,1.0,0.0,0.0,0,0.0
2011.0,The Skin I Live In,3.0,1.0,0.0,0.0,1,1.0
2011.0,Sleeping Beauty,3.0,1.0,1.0,1.0,0,2.0
2011.0,Sleeping Sickness (Schlafkrankheit),1.0,0.0,0.0,0.0,1,1.0
2011.0,Sleepless Night,1.0,0.0,0.0,0.0,0,0.0
2011.0,The Smurfs,3.0,1.0,0.0,0.0,0,0.0
2011.0,Snow Flower and the Secret Fan,3.0,1.0,0.0,0.0,1,1.0
2011.0,The Sorcerer and the White Snake,3.0,1.0,0.0,0.0,0,0.0
2011.0,Soul Surfer,3.0,1.0,0.0,1.0,0,1.0
2011.0,Sound of My Voice,3.0,1.0,0.0,0.0,1,1.0
2011.0,Source Code,1.0,0.0,0.0,0.0,0,0.0
2011.0,The Source,3.0,1.0,0.0,0.0,0,0.0
2011.0,Starbuck,1.0,0.0,0.0,0.0,0,0.0
2011.0,State of Emergency,1.0,0.0,0.0,0.0,0,0.0
2011.0,Straw Dogs,3.0,1.0,0.0,0.0,0,0.0
2011.0,Sucker Punch,3.0,1.0,0.0,0.0,1,1.0
2011.0,The Sunset Limited,0.0,0.0,0.0,0.0,0,0.0
2011.0,Super 8,3.0,1.0,0.0,0.0,0,0.0
2011.0,Take Shelter,3.0,1.0,0.0,0.0,1,1.0
2011.0,Take This Waltz,3.0,1.0,1.0,1.0,0,2.0
2011.0,Teen Spirit,3.0,1.0,0.0,0.0,0,0.0
2011.0,Terraferma,3.0,1.0,0.0,0.0,0,0.0
2011.0,The Thing,3.0,1.0,0.0,0.0,0,0.0
2011.0,This is not a film,1.0,0.0,0.0,0.0,0,0.0
2011.0,This Must Be the Place,1.0,0.0,0.0,0.0,0,0.0
2011.0,Thor,3.0,1.0,0.0,0.0,1,1.0
2011.0,The Three Musketeers,2.0,0.0,0.0,0.0,0,0.0
2011.0,Tinker Tailor Soldier Spy,1.0,0.0,0.0,1.0,1,2.0
2011.0,Tomboy,3.0,1.0,1.0,1.0,0,2.0
2011.0,Too Big to Fail,1.0,0.0,0.0,0.0,0,0.0
2011.0,Toutes nos envies,3.0,1.0,0.0,0.0,0,0.0
2011.0,Tower Heist,1.0,0.0,0.0,0.0,0,0.0
2011.0,Transformers: Dark of the Moon,3.0,1.0,0.0,0.0,0,0.0
2011.0,The Tree of Life,0.0,0.0,0.0,0.0,1,1.0
2011.0,Trishna,3.0,1.0,0.0,0.0,0,0.0
2011.0,"Turn Me On, Dammit!",3.0,1.0,1.0,1.0,0,2.0
2011.0,The Twilight Saga: Breaking Dawn - Part 1,3.0,1.0,0.0,1.0,1,2.0
2011.0,Tyrannosaur,2.0,0.0,0.0,0.0,0,0.0
2011.0,Union Squre,3.0,1.0,1.0,0.0,0,1.0
2011.0,Unknown,1.0,0.0,0.0,0.0,1,1.0
2011.0,Untouchable,1.0,0.0,0.0,0.0,0,0.0
2011.0,Violet & Daisy,3.0,1.0,0.0,0.0,0,0.0
2011.0,W.E.,3.0,1.0,1.0,1.0,0,2.0
2011.0,Wake Wood,3.0,1.0,0.0,0.0,0,0.0
2011.0,War Horse,1.0,0.0,0.0,0.0,1,1.0
2011.0,Warrior,1.0,0.0,0.0,0.0,0,0.0
2011.0,Water for Elephants,1.0,0.0,0.0,0.0,0,0.0
2011.0,We Bought a Zoo,2.0,0.0,0.0,1.0,0,1.0
2011.0,We Have a Pope,1.0,0.0,0.0,1.0,0,1.0
2011.0,We Need to Talk About Kevin,3.0,1.0,1.0,1.0,1,3.0
2011.0,Weekend,1.0,0.0,0.0,0.0,0,0.0
2011.0,What's Your Number,3.0,1.0,0.0,1.0,0,1.0
2011.0,When Pigs Have Wings,1.0,0.0,0.0,0.0,0,0.0
2011.0,Where Do We Go Now?,3.0,1.0,1.0,1.0,0,2.0
2011.0,Win Win,3.0,1.0,0.0,0.0,1,1.0
2011.0,Winnie the Pooh,0.0,0.0,0.0,1.0,0,1.0
2011.0,Without Men,3.0,1.0,1.0,0.0,0,1.0
2011.0,The Woman,3.0,1.0,0.0,0.0,0,0.0
2011.0,Wuthering Heights,2.0,0.0,1.0,1.0,0,2.0
2011.0,X-Men: First Class,3.0,1.0,0.0,1.0,1,2.0
2011.0,The Year Dolly Parton Was My Mom,3.0,1.0,0.0,0.0,0,0.0
2011.0,Yelling to the Sky,3.0,1.0,1.0,1.0,0,2.0
2011.0,You Instead,3.0,1.0,0.0,0.0,1,1.0
2011.0,You're Next,3.0,1.0,0.0,0.0,0,0.0
2011.0,Young Adult,3.0,1.0,0.0,1.0,1,2.0
2011.0,Your Highness,1.0,0.0,0.0,0.0,0,0.0
2011.0,Your Sister's Sister,3.0,1.0,1.0,1.0,1,3.0
2010.0,'Tamara Drewe',3.0,1.0,0.0,1.0,1,2.0
2010.0,127 Hours,3.0,1.0,0.0,0.0,0,0.0
2010.0,13 Assassins,1.0,0.0,0.0,0.0,0,0.0
2010.0,16 Wishes,3.0,1.0,0.0,1.0,1,2.0
2010.0,18 comidas,2.0,0.0,0.0,0.0,0,0.0
2010.0,22 Bullets / L'immortel,1.0,0.0,0.0,0.0,0,0.0
2010.0,30 Days of Night: Dark Days,3.0,1.0,0.0,0.0,0,0.0
2010.0,4.3.2.1,3.0,1.0,0.0,0.0,0,0.0
2010.0,A Bag of Hammers,3.0,1.0,0.0,0.0,1,1.0
2010.0,A Little Help,3.0,1.0,0.0,0.0,0,0.0
2010.0,A Marine Story,3.0,1.0,0.0,0.0,1,1.0
2010.0,A Nightmare on Elm Street,3.0,1.0,0.0,0.0,0,0.0
2010.0,The A-Team,0.0,0.0,0.0,0.0,0,0.0
2010.0,Abel,3.0,1.0,0.0,0.0,0,0.0
2010.0,Aftershock,3.0,1.0,0.0,0.0,0,0.0
2010.0,Alice in Wonderland,3.0,1.0,0.0,1.0,1,2.0
2010.0,All About Evil,3.0,1.0,1.0,1.0,0,2.0
2010.0,Amador,3.0,1.0,0.0,0.0,0,0.0
2010.0,The Amazing Bulk,0.0,0.0,0.0,0.0,0,0.0
2010.0,The American,1.0,0.0,0.0,0.0,1,1.0
2010.0,An Invisible Sign,3.0,1.0,0.0,1.0,0,1.0
2010.0,And Soon the Darkness,3.0,1.0,0.0,0.0,0,0.0
2010.0,Animal Kingdom,1.0,0.0,0.0,0.0,1,1.0
2010.0,Another Year,3.0,1.0,0.0,0.0,1,1.0
2010.0,Arrietty,3.0,1.0,0.0,1.0,1,2.0
2010.0,The Back-up Plan,3.0,1.0,0.0,1.0,0,1.0
2010.0,Bal,0.0,0.0,0.0,0.0,0,0.0
2010.0,Band Baaja Barat,3.0,1.0,0.0,0.0,0,0.0
2010.0,Bandage,3.0,1.0,0.0,0.0,0,0.0
2010.0,Barbie in a Mermaid Tale,3.0,1.0,0.0,1.0,0,1.0
2010.0,Barney's Version,3.0,1.0,0.0,0.0,0,0.0
2010.0,Basilicata Coast to Coast,3.0,1.0,0.0,0.0,0,0.0
2010.0,Batman: Under the Red Hood,1.0,0.0,0.0,0.0,0,0.0
2010.0,BearCity,0.0,0.0,0.0,0.0,0,0.0
2010.0,Bedevilled,3.0,1.0,0.0,0.0,0,0.0
2010.0,Beginners,1.0,0.0,0.0,0.0,1,1.0
2010.0,Beyond the Black Rainbow,2.0,0.0,0.0,0.0,0,0.0
2010.0,Bill Cunningham New York,3.0,1.0,0.0,0.0,0,0.0
2010.0,Biutiful,1.0,0.0,0.0,0.0,0,0.0
2010.0,Black Swan,3.0,1.0,0.0,0.0,0,0.0
2010.0,Black Venus,3.0,1.0,0.0,0.0,0,0.0
2010.0,Blue Valentine,2.0,0.0,0.0,0.0,1,1.0
2010.0,Book of Eli,3.0,1.0,0.0,0.0,1,1.0
2010.0,Boy,1.0,0.0,0.0,0.0,0,0.0
2010.0,Boy Wonder,3.0,1.0,0.0,0.0,0,0.0
2010.0,Break Ke Baad,3.0,1.0,0.0,0.0,0,0.0
2010.0,Buried,1.0,0.0,0.0,0.0,0,0.0
2010.0,Burlesque,3.0,1.0,0.0,1.0,0,1.0
2010.0,Ca$h,0.0,0.0,0.0,0.0,0,0.0
2010.0,Cairo 678,3.0,1.0,0.0,0.0,0,0.0
2010.0,Camp Rock 2: The Final Jam,3.0,1.0,0.0,1.0,0,1.0
2010.0,Carancho,3.0,1.0,0.0,0.0,1,1.0
2010.0,Casino Jack,1.0,0.0,0.0,0.0,0,0.0
2010.0,Catfish,0.0,0.0,0.0,0.0,0,0.0
2010.0,Cemetery Junction,2.0,0.0,0.0,0.0,0,0.0
2010.0,Centurion,1.0,0.0,0.0,0.0,0,0.0
2010.0,Ceremony,2.0,0.0,0.0,0.0,0,0.0
2010.0,Certified Copy,3.0,1.0,0.0,0.0,0,0.0
2010.0,Charlie St. Cloud,1.0,0.0,0.0,0.0,0,0.0
2010.0,Chico & Rita,2.0,0.0,0.0,0.0,0,0.0
2010.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,3.0,1.0,0.0,0.0,0,0.0
2010.0,Clash of the Titans,3.0,1.0,0.0,0.0,0,0.0
2010.0,The Client List,2.0,0.0,0.0,1.0,0,1.0
2010.0,The Clinic,3.0,1.0,0.0,0.0,0,0.0
2010.0,The Clock,3.0,1.0,0.0,0.0,0,0.0
2010.0,Como Esquecer,3.0,1.0,1.0,0.0,1,2.0
2010.0,Confessions (Kokuhaku),3.0,1.0,0.0,1.0,0,1.0
2010.0,The Conspirator,3.0,1.0,0.0,0.0,0,0.0
2010.0,Conviction,3.0,1.0,0.0,1.0,0,1.0
2010.0,Cop Out,1.0,0.0,0.0,0.0,0,0.0
2010.0,The Corridor,0.0,0.0,0.0,0.0,0,0.0
2010.0,Country Strong,3.0,1.0,1.0,1.0,0,2.0
2010.0,The Crazies,3.0,1.0,0.0,0.0,0,0.0
2010.0,Cyrus,1.0,0.0,0.0,0.0,0,0.0
2010.0,Das letzte Schweigen,3.0,1.0,0.0,0.0,0,0.0
2010.0,Date Night,3.0,1.0,0.0,0.0,0,0.0
2010.0,Daydream Nation,3.0,1.0,0.0,0.0,1,1.0
2010.0,Dear John,0.0,0.0,0.0,0.0,0,0.0
2010.0,The Debt,3.0,1.0,0.0,1.0,0,1.0
2010.0,Denizen,1.0,0.0,1.0,1.0,0,2.0
2010.0,Despicable Me,3.0,1.0,0.0,0.0,1,1.0
2010.0,Detective Dee and the Mystery of the Phantom Flame,3.0,1.0,0.0,0.0,1,1.0
2010.0,Devil,3.0,1.0,0.0,0.0,0,0.0
2010.0,Diary of a Wimpy Kid,3.0,1.0,0.0,0.0,1,1.0
2010.0,Diciotto anni dopo,1.0,0.0,0.0,0.0,0,0.0
2010.0,Dinner for Schmucks,1.0,0.0,0.0,0.0,1,1.0
2010.0,The Disciple,2.0,0.0,0.0,0.0,0,0.0
2010.0,Don't Be Afraid of the Dark,3.0,1.0,0.0,0.0,0,0.0
2010.0,Dos hermanos,3.0,1.0,0.0,0.0,0,0.0
2010.0,Due Date,1.0,0.0,0.0,0.0,1,1.0
2010.0,Dylan Dog: Dead of Night,0.0,0.0,0.0,0.0,0,0.0
2010.0,Easy A,3.0,1.0,0.0,0.0,0,0.0
2010.0,Eat Me!,3.0,1.0,0.0,0.0,0,0.0
2010.0,"Eat, Pray, Love",3.0,1.0,0.0,1.0,0,1.0
2010.0,Edge of Darkness,1.0,0.0,0.0,0.0,0,0.0
2010.0,Elektra Luxx,3.0,1.0,0.0,0.0,0,0.0
2010.0,Elena Undone,3.0,1.0,1.0,0.0,1,2.0
2010.0,Elle s'appelait Sarah (Sarah's key),3.0,1.0,0.0,1.0,0,1.0
2010.0,Enthiran,3.0,1.0,0.0,0.0,0,0.0
2010.0,Essential Killing,0.0,0.0,0.0,1.0,0,1.0
2010.0,Everything Must Go,1.0,0.0,0.0,0.0,0,0.0
2010.0,Exit Through the Gift Shop,0.0,0.0,0.0,0.0,0,0.0
2010.0,The Expendables,1.0,0.0,0.0,0.0,0,0.0
2010.0,The Experiment,0.0,0.0,0.0,0.0,0,0.0
2010.0,The Extraordinary Adventures of Adele Blanc-Sec,3.0,1.0,0.0,0.0,1,1.0
2010.0,Fair Game,3.0,1.0,0.0,0.0,0,0.0
2010.0,Faster,0.0,0.0,0.0,0.0,0,0.0
2010.0,The Fighter,2.0,0.0,0.0,0.0,0,0.0
2010.0,First Night,3.0,1.0,0.0,0.0,0,0.0
2010.0,Flipped,3.0,1.0,0.0,0.0,0,0.0
2010.0,Food Stamped,3.0,1.0,0.0,0.0,0,0.0
2010.0,For 80 Days,3.0,1.0,0.0,0.0,0,0.0
2010.0,For Colored Girls,3.0,1.0,0.0,0.0,0,0.0
2010.0,Four Lions,1.0,0.0,0.0,0.0,1,1.0
2010.0,The Four-Faced Liar,3.0,1.0,0.0,1.0,0,1.0
2010.0,Frankie and Alice,3.0,1.0,0.0,0.0,1,1.0
2010.0,Frozen,1.0,0.0,0.0,0.0,0,0.0
2010.0,Get Him To The Greek,1.0,0.0,0.0,0.0,0,0.0
2010.0,The Ghost Writer,2.0,0.0,0.0,0.0,0,0.0
2010.0,Going the Distance,3.0,1.0,1.0,0.0,0,1.0
2010.0,The Good Witch's Gift,3.0,1.0,0.0,0.0,0,0.0
2010.0,The Great Vazquez,3.0,1.0,0.0,0.0,0,0.0
2010.0,Green Zone,0.0,0.0,0.0,0.0,0,0.0
2010.0,Greenberg,1.0,0.0,0.0,1.0,1,2.0
2010.0,Grown Ups,3.0,1.0,0.0,0.0,0,0.0
2010.0,Gunless,2.0,0.0,0.0,0.0,0,0.0
2010.0,The Hairdresser,3.0,1.0,1.0,1.0,0,2.0
2010.0,Halo: Legends,1.0,0.0,0.0,0.0,1,1.0
2010.0,Happythankyoumoreplease,1.0,0.0,0.0,0.0,0,0.0
2010.0,Harry Potter and the Deathly Hallows: Part 1,3.0,1.0,0.0,0.0,1,1.0
2010.0,Heartbeats,2.0,0.0,0.0,0.0,0,0.0
2010.0,The Heavy,0.0,0.0,0.0,0.0,0,0.0
2010.0,Hot Tub Time Machine,1.0,0.0,0.0,0.0,1,1.0
2010.0,The Housemaid,3.0,1.0,0.0,0.0,0,0.0
2010.0,How Do You Know,3.0,1.0,0.0,0.0,0,0.0
2010.0,How I ended this summer,0.0,0.0,0.0,0.0,0,0.0
2010.0,How to Train Your Dragon,3.0,1.0,0.0,0.0,1,1.0
2010.0,Howl,0.0,0.0,0.0,0.0,0,0.0
2010.0,The Human Resources Manager,1.0,0.0,0.0,0.0,0,0.0
2010.0,Hunter Prey,0.0,0.0,0.0,0.0,0,0.0
2010.0,The Hunter,1.0,0.0,0.0,0.0,0,0.0
2010.0,Hypothermia,3.0,1.0,0.0,0.0,0,0.0
2010.0,I Am Love,3.0,1.0,0.0,1.0,1,2.0
2010.0,I Saw the Devil,1.0,0.0,0.0,0.0,0,0.0
2010.0,I Will Follow,3.0,1.0,1.0,1.0,1,3.0
2010.0,Incendies,3.0,1.0,0.0,0.0,0,0.0
2010.0,Inception,3.0,1.0,0.0,0.0,1,1.0
2010.0,Insidious,3.0,1.0,0.0,0.0,0,0.0
2010.0,Ip Man 2,1.0,0.0,0.0,0.0,0,0.0
2010.0,Iron Man 2,3.0,1.0,0.0,0.0,1,1.0
2010.0,It's Kind of a Funny Story,1.0,0.0,1.0,0.0,0,1.0
2010.0,Jack and the Beanstalk,1.0,0.0,0.0,0.0,0,0.0
2010.0,Jack goes boating,1.0,0.0,0.0,0.0,0,0.0
